condition_group,condition,age_group,number_covid19_deaths
Circulatory diseases,Other diseases of the circulatory system,75-84,369.95168163705137
Circulatory diseases,Other diseases of the circulatory system,75-84,165.2275304108539
Circulatory diseases,Other diseases of the circulatory system,75-84,306.75708833250167
Circulatory diseases,Other diseases of the circulatory system,75-84,322.5557366586391
Circulatory diseases,Other diseases of the circulatory system,75-84,260.01942036767844
Circulatory diseases,Other diseases of the circulatory system,75-84,319.9226286042828
Circulatory diseases,Other diseases of the circulatory system,75-84,760.3099506953636
Circulatory diseases,Other diseases of the circulatory system,75-84,1320.503689259653
Circulatory diseases,Other diseases of the circulatory system,75-84,1390.9393297136824
Circulatory diseases,Other diseases of the circulatory system,75-84,675.3922159423748
Circulatory diseases,Other diseases of the circulatory system,75-84,293.59154806072047
Circulatory diseases,Other diseases of the circulatory system,75-84,32.91385067945296
Circulatory diseases,Other diseases of the circulatory system,85+,0.0
Circulatory diseases,Other diseases of the circulatory system,85+,0.6582770135890593
Circulatory diseases,Other diseases of the circulatory system,85+,58.58665420942628
Circulatory diseases,Other diseases of the circulatory system,85+,627.9962709639626
Circulatory diseases,Other diseases of the circulatory system,85+,483.8336049879586
Circulatory diseases,Other diseases of the circulatory system,85+,242.24594100077383
Circulatory diseases,Other diseases of the circulatory system,85+,327.82195276735155
Circulatory diseases,Other diseases of the circulatory system,85+,337.0378309575984
Circulatory diseases,Other diseases of the circulatory system,85+,252.12009620460972
Circulatory diseases,Other diseases of the circulatory system,85+,365.34374254192795
Circulatory diseases,Other diseases of the circulatory system,85+,805.0727876194195
Circulatory diseases,Other diseases of the circulatory system,85+,1444.918044827985
Circulatory diseases,Other diseases of the circulatory system,85+,1319.845412246064
Circulatory diseases,Other diseases of the circulatory system,85+,650.3776894259906
Circulatory diseases,Other diseases of the circulatory system,85+,254.75320425896595
Circulatory diseases,Other diseases of the circulatory system,85+,41.47145185611074
Circulatory diseases,Other diseases of the circulatory system,All Ages,0.6582770135890593
Circulatory diseases,Other diseases of the circulatory system,All Ages,3.2913850679452965
Circulatory diseases,Other diseases of the circulatory system,All Ages,249.4869881502535
Circulatory diseases,Other diseases of the circulatory system,All Ages,1979.4389798623015
Circulatory diseases,Other diseases of the circulatory system,All Ages,1490.9974357792194
Circulatory diseases,Other diseases of the circulatory system,All Ages,780.0582611030353
Circulatory diseases,Other diseases of the circulatory system,All Ages,1273.76602129483
Circulatory diseases,Other diseases of the circulatory system,All Ages,1279.6905144171312
Circulatory diseases,Other diseases of the circulatory system,All Ages,928.8288661741627
Circulatory diseases,Other diseases of the circulatory system,All Ages,1184.8986244603068
Circulatory diseases,Other diseases of the circulatory system,All Ages,2571.2300150788656
Circulatory diseases,Other diseases of the circulatory system,All Ages,4590.8238927700995
Circulatory diseases,Other diseases of the circulatory system,All Ages,4848.210205083422
Circulatory diseases,Other diseases of the circulatory system,All Ages,2503.4274826791925
Circulatory diseases,Other diseases of the circulatory system,All Ages,1063.77565395992
Circulatory diseases,Other diseases of the circulatory system,All Ages,142.18783493523682
Sepsis,Sepsis,0-24,0.0
Sepsis,Sepsis,0-24,0.0
Sepsis,Sepsis,0-24,0.6582770135890593
Sepsis,Sepsis,0-24,6.582770135890593
Sepsis,Sepsis,0-24,4.607939095123415
Sepsis,Sepsis,0-24,3.2913850679452965
Sepsis,Sepsis,0-24,5.266216108712475
Sepsis,Sepsis,0-24,6.582770135890593
Sepsis,Sepsis,0-24,4.607939095123415
Sepsis,Sepsis,0-24,2.6331080543562373
Sepsis,Sepsis,0-24,5.266216108712475
Sepsis,Sepsis,0-24,9.21587819024683
Sepsis,Sepsis,0-24,7.899324163068712
Sepsis,Sepsis,0-24,9.21587819024683
Sepsis,Sepsis,0-24,3.949662081534356
Sepsis,Sepsis,0-24,0.6582770135890593
Sepsis,Sepsis,25-34,0.0
Sepsis,Sepsis,25-34,0.0
Sepsis,Sepsis,25-34,5.924493122301534
Sepsis,Sepsis,25-34,26.331080543562372
Sepsis,Sepsis,25-34,17.115202353315542
Sepsis,Sepsis,25-34,16.45692533972648
Sepsis,Sepsis,25-34,26.989357557151433
Sepsis,Sepsis,25-34,13.823817285370247
Sepsis,Sepsis,25-34,21.0648644348499
Sepsis,Sepsis,25-34,13.165540271781186
Sepsis,Sepsis,25-34,17.115202353315542
Sepsis,Sepsis,25-34,23.039695475617076
Sepsis,Sepsis,25-34,59.9032082366044
Sepsis,Sepsis,25-34,23.039695475617076
Sepsis,Sepsis,25-34,10.53243221742495
Sepsis,Sepsis,25-34,0.0
Sepsis,Sepsis,35-44,0.0
Sepsis,Sepsis,35-44,0.6582770135890593
Sepsis,Sepsis,35-44,9.87415520383589
Sepsis,Sepsis,35-44,67.14425538608405
Sepsis,Sepsis,35-44,44.104559910466975
Sepsis,Sepsis,35-44,32.91385067945296
Sepsis,Sepsis,35-44,69.77736344044028
Sepsis,Sepsis,35-44,61.21976226378252
Sepsis,Sepsis,35-44,34.230404706631084
Sepsis,Sepsis,35-44,28.96418859791861
Sepsis,Sepsis,35-44,58.58665420942628
Sepsis,Sepsis,35-44,95.4501669704136
Sepsis,Sepsis,35-44,152.72026715266176
Sepsis,Sepsis,35-44,84.2594577393996
Sepsis,Sepsis,35-44,36.20523574739826
Sepsis,Sepsis,35-44,3.2913850679452965
Sepsis,Sepsis,45-54,0.0
Sepsis,Sepsis,45-54,0.6582770135890593
Sepsis,Sepsis,45-54,32.91385067945296
Sepsis,Sepsis,45-54,206.69898226696463
Sepsis,Sepsis,45-54,144.16266597600398
Sepsis,Sepsis,45-54,104.00776814707137
Sepsis,Sepsis,45-54,186.2923948457038
Sepsis,Sepsis,45-54,198.14138109030685
Sepsis,Sepsis,45-54,97.42499801118078
Sepsis,Sepsis,45-54,98.08327502476983
Sepsis,Sepsis,45-54,163.91097638367577
Sepsis,Sepsis,45-54,366.66029656910604
Sepsis,Sepsis,45-54,379.82583684088723
Sepsis,Sepsis,45-54,241.58766398718478
Sepsis,Sepsis,45-54,123.0978015411541
Sepsis,Sepsis,45-54,17.115202353315542
Sepsis,Sepsis,55-64,0.0
Sepsis,Sepsis,55-64,0.0
Sepsis,Sepsis,55-64,68.46080941326217
Sepsis,Sepsis,55-64,533.8626580207272
Sepsis,Sepsis,55-64,363.36891150116077
Sepsis,Sepsis,55-64,220.52279955233487
Sepsis,Sepsis,55-64,384.43377593601065
Sepsis,Sepsis,55-64,435.7793829959573
Sepsis,Sepsis,55-64,256.06975828614407
Sepsis,Sepsis,55-64,250.14526516384254
Sepsis,Sepsis,55-64,449.60320028132753
Sepsis,Sepsis,55-64,902.4977856306003
Sepsis,Sepsis,55-64,1087.473626449126
Sepsis,Sepsis,55-64,612.1976226378251
Sepsis,Sepsis,55-64,301.49087222378915
Sepsis,Sepsis,55-64,45.421113937645096
Sepsis,Sepsis,65-74,0.0
Sepsis,Sepsis,65-74,0.0
Sepsis,Sepsis,65-74,111.24881529655103
Sepsis,Sepsis,65-74,794.5403554019946
Sepsis,Sepsis,65-74,633.9207640862642
Sepsis,Sepsis,65-74,329.1385067945297
Sepsis,Sepsis,65-74,613.5141766650033
Sepsis,Sepsis,65-74,667.4928917793062
Sepsis,Sepsis,65-74,454.86941639004
Sepsis,Sepsis,65-74,471.98461874335555
Sepsis,Sepsis,65-74,866.9508268967911
Sepsis,Sepsis,65-74,1587.105879763222
Sepsis,Sepsis,65-74,1860.9491174162706
Sepsis,Sepsis,65-74,980.8327502476984
Sepsis,Sepsis,65-74,438.4124910503135
Sepsis,Sepsis,65-74,60.561485250193456
Sepsis,Sepsis,75-84,0.0
Sepsis,Sepsis,75-84,0.0
Sepsis,Sepsis,75-84,119.14813945961974
Sepsis,Sepsis,75-84,801.1231255378852
Sepsis,Sepsis,75-84,577.308940917605
Sepsis,Sepsis,75-84,282.40083882970646
Sepsis,Sepsis,75-84,500.2905303276851
Sepsis,Sepsis,75-84,591.7910352165643
Sepsis,Sepsis,75-84,384.43377593601065
Sepsis,Sepsis,75-84,470.6680647161774
Sepsis,Sepsis,75-84,913.0302178480252
Sepsis,Sepsis,75-84,1633.8435477280452
Sepsis,Sepsis,75-84,1712.8367893587324
Sepsis,Sepsis,75-84,849.8356245434755
Sepsis,Sepsis,75-84,327.82195276735155
Sepsis,Sepsis,75-84,42.1297288696998
Sepsis,Sepsis,85+,0.0
Sepsis,Sepsis,85+,0.0
Sepsis,Sepsis,85+,85.57601176657771
Sepsis,Sepsis,85+,666.176337752128
Sepsis,Sepsis,85+,466.71840263464304
Sepsis,Sepsis,85+,222.49763059310206
Sepsis,Sepsis,85+,316.63124353633754
Sepsis,Sepsis,85+,360.07752643321544
Sepsis,Sepsis,85+,253.43665023178784
Sepsis,Sepsis,85+,306.09881131891257
Sepsis,Sepsis,85+,564.8016776594129
Sepsis,Sepsis,85+,1083.5239643675916
Sepsis,Sepsis,85+,1022.3042021038091
Sepsis,Sepsis,85+,465.40184860746496
Sepsis,Sepsis,85+,172.46857756033353
Sepsis,Sepsis,85+,23.039695475617076
Sepsis,Sepsis,All Ages,0.0
Sepsis,Sepsis,All Ages,1.3165540271781186
Sepsis,Sepsis,All Ages,433.8045519551901
Sepsis,Sepsis,All Ages,3102.4595650452366
Sepsis,Sepsis,All Ages,2251.307386474583
Sepsis,Sepsis,All Ages,1211.2297050038692
Sepsis,Sepsis,All Ages,2103.1950584170445
Sepsis,Sepsis,All Ages,2334.9085672003935
Sepsis,Sepsis,All Ages,1506.1378070917676
Sepsis,Sepsis,All Ages,1641.742871891114
Sepsis,Sepsis,All Ages,3039.264971740687
Sepsis,Sepsis,All Ages,5701.9954917084315
Sepsis,Sepsis,All Ages,6283.9123717211605
Sepsis,Sepsis,All Ages,3266.3705414289125
Sepsis,Sepsis,All Ages,1413.9790251892994
Sepsis,Sepsis,All Ages,192.21688796800532
Malignant neoplasms,Malignant neoplasms,0-24,0.0
Malignant neoplasms,Malignant neoplasms,0-24,0.0
Malignant neoplasms,Malignant neoplasms,0-24,0.6582770135890593
Malignant neoplasms,Malignant neoplasms,0-24,3.949662081534356
Malignant neoplasms,Malignant neoplasms,0-24,2.6331080543562373
Malignant neoplasms,Malignant neoplasms,0-24,3.2913850679452965
Malignant neoplasms,Malignant neoplasms,0-24,4.607939095123415
Malignant neoplasms,Malignant neoplasms,0-24,4.607939095123415
Malignant neoplasms,Malignant neoplasms,0-24,0.6582770135890593
Malignant neoplasms,Malignant neoplasms,0-24,1.3165540271781186
Malignant neoplasms,Malignant neoplasms,0-24,3.949662081534356
Malignant neoplasms,Malignant neoplasms,0-24,5.266216108712475
Malignant neoplasms,Malignant neoplasms,0-24,11.190709231014008
Malignant neoplasms,Malignant neoplasms,0-24,2.6331080543562373
Malignant neoplasms,Malignant neoplasms,0-24,1.3165540271781186
Malignant neoplasms,Malignant neoplasms,0-24,0.6582770135890593
Malignant neoplasms,Malignant neoplasms,25-34,0.0
Malignant neoplasms,Malignant neoplasms,25-34,0.0
Malignant neoplasms,Malignant neoplasms,25-34,1.974831040767178
Malignant neoplasms,Malignant neoplasms,25-34,5.924493122301534
Malignant neoplasms,Malignant neoplasms,25-34,3.2913850679452965
Malignant neoplasms,Malignant neoplasms,25-34,4.607939095123415
Malignant neoplasms,Malignant neoplasms,25-34,5.266216108712475
Malignant neoplasms,Malignant neoplasms,25-34,4.607939095123415
Malignant neoplasms,Malignant neoplasms,25-34,3.949662081534356
Malignant neoplasms,Malignant neoplasms,25-34,5.266216108712475
Malignant neoplasms,Malignant neoplasms,25-34,4.607939095123415
Malignant neoplasms,Malignant neoplasms,25-34,7.241047149479653
Malignant neoplasms,Malignant neoplasms,25-34,13.165540271781186
Malignant neoplasms,Malignant neoplasms,25-34,7.241047149479653
Malignant neoplasms,Malignant neoplasms,25-34,6.582770135890593
Malignant neoplasms,Malignant neoplasms,25-34,0.0
Malignant neoplasms,Malignant neoplasms,35-44,0.0
Malignant neoplasms,Malignant neoplasms,35-44,0.0
Malignant neoplasms,Malignant neoplasms,35-44,2.6331080543562373
Malignant neoplasms,Malignant neoplasms,35-44,15.798648326137425
Malignant neoplasms,Malignant neoplasms,35-44,19.09003339408272
Malignant neoplasms,Malignant neoplasms,35-44,8.557601176657771
Malignant neoplasms,Malignant neoplasms,35-44,13.823817285370247
Malignant neoplasms,Malignant neoplasms,35-44,12.507263258192127
Malignant neoplasms,Malignant neoplasms,35-44,11.190709231014008
Malignant neoplasms,Malignant neoplasms,35-44,10.53243221742495
Malignant neoplasms,Malignant neoplasms,35-44,11.190709231014008
Malignant neoplasms,Malignant neoplasms,35-44,44.104559910466975
Malignant neoplasms,Malignant neoplasms,35-44,25.014526516384255
Malignant neoplasms,Malignant neoplasms,35-44,28.96418859791861
Malignant neoplasms,Malignant neoplasms,35-44,13.823817285370247
Malignant neoplasms,Malignant neoplasms,35-44,1.3165540271781186
Malignant neoplasms,Malignant neoplasms,45-54,0.0
Malignant neoplasms,Malignant neoplasms,45-54,0.0
Malignant neoplasms,Malignant neoplasms,45-54,4.607939095123415
Malignant neoplasms,Malignant neoplasms,45-54,56.6118231686591
Malignant neoplasms,Malignant neoplasms,45-54,39.49662081534356
Malignant neoplasms,Malignant neoplasms,45-54,28.30591158432955
Malignant neoplasms,Malignant neoplasms,45-54,36.86351276098732
Malignant neoplasms,Malignant neoplasms,45-54,49.37077601917945
Malignant neoplasms,Malignant neoplasms,45-54,31.59729665227485
Malignant neoplasms,Malignant neoplasms,45-54,23.039695475617076
Malignant neoplasms,Malignant neoplasms,45-54,60.561485250193456
Malignant neoplasms,Malignant neoplasms,45-54,129.6805716770447
Malignant neoplasms,Malignant neoplasms,45-54,140.8712809080587
Malignant neoplasms,Malignant neoplasms,45-54,81.62634968504335
Malignant neoplasms,Malignant neoplasms,45-54,42.1297288696998
Malignant neoplasms,Malignant neoplasms,45-54,8.557601176657771
Malignant neoplasms,Malignant neoplasms,55-64,0.0
Malignant neoplasms,Malignant neoplasms,55-64,0.0
Malignant neoplasms,Malignant neoplasms,55-64,28.96418859791861
Malignant neoplasms,Malignant neoplasms,55-64,219.20624552515676
Malignant neoplasms,Malignant neoplasms,55-64,153.37854416625083
Malignant neoplasms,Malignant neoplasms,55-64,96.76672099759172
Malignant neoplasms,Malignant neoplasms,55-64,161.9361453429086
Malignant neoplasms,Malignant neoplasms,55-64,138.23817285370245
Malignant neoplasms,Malignant neoplasms,55-64,78.33496461709807
Malignant neoplasms,Malignant neoplasms,55-64,106.64087620142762
Malignant neoplasms,Malignant neoplasms,55-64,231.0552317697598
Malignant neoplasms,Malignant neoplasms,55-64,423.27211973776514
Malignant neoplasms,Malignant neoplasms,55-64,425.90522779212137
Malignant neoplasms,Malignant neoplasms,55-64,263.9690824492128
Malignant neoplasms,Malignant neoplasms,55-64,143.50438896241494
Malignant neoplasms,Malignant neoplasms,55-64,17.115202353315542
Malignant neoplasms,Malignant neoplasms,65-74,0.0
Malignant neoplasms,Malignant neoplasms,65-74,0.0
Malignant neoplasms,Malignant neoplasms,65-74,71.75219448120747
Malignant neoplasms,Malignant neoplasms,65-74,460.79390951234154
Malignant neoplasms,Malignant neoplasms,65-74,295.56637910148766
Malignant neoplasms,Malignant neoplasms,65-74,175.10168561468979
